NSE_SYMBOL,COMPANY,TIER,COMPOSITE,Q_SCORE,REGIME,MACRO_STRESS,RECOMMENDED_SIZE_PCT,LIQUIDITY_FLAG,SECTOR_PHASE,SECTOR_OVERRIDE,ENTRY_TIMING_SCORE,ENTRY_TIMING_SCORE_RAW,SIGNAL_FRESHNESS,ABOVE_50DMA,DISTANCE_FROM_200DMA_PCT,ATR_14,STOP_LOSS_PCT,EXIT_SIGNAL,EXIT_REASON,LTCG_FLAG,LTCG_NOTE,BEAR_ALPHA_TRACK,BEAR_ALPHA_SCORE,CONVICTION_SCORE,PRIME_CONVICTION,DMA200_PRICE,ENTRY_ZONE_LOW,ENTRY_ZONE_HIGH,ENTRY_ZONE_NOTE,MAX_SLOTS,AS_OF_DATE,ROE,LOW_ROE_FLAG,EXTREME_VAL_FLAG,STRUCTURAL_MOAT,DRAWDOWN_RISK,WARNINGS,COMMODITY_CYCLE_FLAG,PORTFOLIO_HEAT_PCT,PRIME_COUNT,AVG_PRIME_COMPOSITE
JAGSNPHARM,JAGSONPAL PHARMA,STRONG,68.0,20.0,BEAR,7.5,3.0,NORMAL,MID_CYCLE,False,3,3,FRESH,True,-3.58,8.5264,3.39,HOLD,,False,,A,23.82,4,False,208.53,195.03,212.7,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,23.07,False,False,False,False,,0,122.1,28,86.0
HOMEFIRST,HOME FIRST FINAN,WATCHLIST_EXTERNAL,68.0,1.0,BEAR,7.5,0.5,NORMAL,BASING,False,1,1,EXPIRED,False,-8.34,44.6107,3.35,HOLD,,False,,A,6.42,2,False,1163.06,1034.02,1186.32,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,15.15,False,False,False,False,,0,122.1,28,86.0
LINC,LINC,STRONG,68.0,20.0,BEAR,7.5,3.0,NORMAL,BASING,False,1,1,FRESH,False,-18.4,6.3236,5.35,HOLD,,False,,A,25.0,3,False,115.95,91.77,118.27,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,16.22,False,False,False,False,,0,122.1,28,86.0
JWL,JUPITER WAGONS,WATCHLIST_CONFIRMED,68.0,19.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,1,EXPIRED,False,-11.37,10.6307,3.14,HOLD,,False,,A,13.29,3,False,305.16,262.34,311.26,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,13.88,False,False,False,False,,0,122.1,28,86.0
KARURVYSYA,KARUR VYSYA BANK,WATCHLIST_CONFIRMED,68.0,2.0,BEAR,7.5,1.5,NORMAL,BASING,False,2,2,FRESH,True,10.64,11.7964,3.23,HOLD,,False,,A,11.08,4,False,263.92,256.0,277.12,Near 200DMA — ideal dip entry zone,5,2026-05-19,16.28,False,False,False,False,,0,122.1,28,86.0
ETHOSLTD,ETHOS,STRONG,68.0,12.0,BEAR,7.5,3.0,NORMAL,BASING,False,1,1,FRESH,False,-13.23,98.0214,3.45,HOLD,,False,,A,6.0,1,False,2623.01,2207.62,2675.47,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,9.8,True,True,False,False,LOW_ROE(9.8%) | HIGH_PE(114x vs ind 33x),0,122.1,28,86.0
GLAXO,GLAXOSMI. PHARMA,STRONG,68.0,20.0,BEAR,7.5,3.0,NORMAL,MID_CYCLE,False,1,2,EXPIRED,False,-7.42,69.1429,2.31,HOLD,,False,,A,27.5,3,False,2581.28,2318.11,2632.91,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,47.54,False,False,False,False,,0,122.1,28,86.0
SHAILY,SHAILY ENGINEER.,WATCHLIST_CONFIRMED,67.0,20.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,22.1,130.8286,3.89,PARTIAL_EXIT,EXTENDED: 4.5× ATR above 200DMA,False,,A,12.83,4,False,2203.99,2429.44,2625.69,Extended — wait for ATR pullback,5,2026-05-19,17.0,False,True,False,False,HIGH_PE(70x vs ind 23x),0,122.1,28,86.0
APARINDS,APAR INDS.,STRONG,67.0,20.0,BEAR,7.5,3.0,NORMAL,TOPPING,False,1,2,EXPIRED,True,30.96,492.75,3.24,PARTIAL_EXIT,EXTENDED: 7.6× ATR above 200DMA,False,,A,15.28,5,False,9280.5,11168.5,11907.62,Extended — wait for ATR pullback,5,2026-05-19,18.24,False,False,False,False,,0,122.1,28,86.0
PNGJL,P N GADGIL JEWE.,STRONG,67.0,16.0,BEAR,7.5,3.0,NORMAL,BASING,False,1,1,EXPIRED,False,-9.86,30.5679,4.48,HOLD,,False,,A,8.0,2,False,604.91,528.89,617.01,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,14.05,False,False,False,False,,0,122.1,28,86.0
PIDILITIND,PIDILITE INDS.,STRONG,67.0,20.0,BEAR,7.5,3.0,NORMAL,MID_CYCLE,False,3,3,FRESH,True,-18.92,37.6714,2.08,HOLD,,False,,B,46.9,5,False,1788.56,1406.69,1824.33,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,21.29,False,True,False,False,HIGH_PE(60x vs ind 24x),0,122.1,28,86.0
PRIVISCL,PRIVI SPECI.,STRONG,67.0,20.0,BEAR,7.5,3.0,NORMAL,MID_CYCLE,False,3,3,FRESH,True,9.52,127.0071,3.28,HOLD,,False,,A,13.71,5,False,2826.49,2741.7,2967.81,Near 200DMA — ideal dip entry zone,5,2026-05-19,16.95,False,False,False,False,,0,122.1,28,86.0
MAHLOG,MAHINDRA LOGIS.,WATCHLIST_CONFIRMED,67.0,8.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,1,EXPIRED,False,2.4,13.2964,2.95,HOLD,,False,,,0.0,3,False,351.91,341.35,369.51,Near 200DMA — ideal dip entry zone,5,2026-05-19,-8.19,True,False,False,False,LOW_ROE(-8.2%),0,122.1,28,86.0
MOLDTECH,MOLD-TEK TECHNOL,WATCHLIST_CONFIRMED,67.0,16.0,BEAR,7.5,1.5,RESTRICTED,TOPPING,False,1,1,FRESH,False,-19.76,7.0821,4.65,HOLD,,False,,B,46.9,2,False,151.93,118.24,154.97,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,10.34,True,False,False,False,LOW_ROE(10.3%),0,122.1,28,86.0
PETRONET,PETRONET LNG,WATCHLIST_CONFIRMED,67.0,20.0,BEAR,7.5,1.5,NORMAL,MID_CYCLE,False,2,2,FRESH,False,-5.3,7.1171,2.15,HOLD,,False,,A,48.43,3,False,279.99,257.2,285.59,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,19.99,False,False,False,False,,0,122.1,28,86.0
CARERATING,CARE RATINGS,STRONG,67.0,20.0,BEAR,7.5,3.0,NORMAL,BASING,False,1,2,EXPIRED,True,8.41,74.3929,3.44,HOLD,,False,,A,22.22,4,False,1594.39,1546.56,1674.11,Near 200DMA — ideal dip entry zone,5,2026-05-19,17.02,False,False,False,False,,0,122.1,28,86.0
ALLTIME,ALL TIME PLASTIC,STRONG,67.0,20.0,BEAR,7.5,3.0,NORMAL,BASING,False,1,2,EXPIRED,True,-10.91,13.6329,4.74,HOLD,,False,,A,10.0,4,False,258.31,223.23,263.48,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,19.01,False,False,False,False,,0,122.1,28,86.0
AJAXENGG,AJAX ENGINEERING,WATCHLIST_CONFIRMED,67.0,20.0,BEAR,7.5,1.5,NORMAL,CORRECTION,False,2,2,FRESH,True,-9.86,18.3429,2.8,HOLD,,False,,A,10.0,4,False,582.14,509.01,593.78,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,22.33,False,False,False,False,,0,122.1,28,86.0
AFIL,AKME FINTRADE,WATCHLIST_EXTERNAL,67.0,0.0,BEAR,7.5,0.5,RESTRICTED,BASING,False,2,2,FRESH,True,18.83,0.405,3.69,HOLD,,False,,,0.0,3,False,7.4,7.98,8.59,Extended — wait for ATR pullback,5,2026-05-19,8.69,False,False,False,False,,0,122.1,28,86.0
IVALUE,IVALUE INFOSOLUT,STRONG,67.0,20.0,BEAR,7.5,3.0,NORMAL,BASING,False,1,1,EXPIRED,False,-9.48,11.3014,3.82,HOLD,,False,,A,10.0,3,False,261.37,229.5,266.6,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,18.5,False,False,False,False,,0,122.1,28,86.0
JINDRILL,JINDAL DRILLING,WATCHLIST_CONFIRMED,67.0,13.0,BEAR,7.5,1.5,NORMAL,LATE_CYCLE,False,2,3,EXPIRED,True,17.29,39.575,4.88,HOLD,,False,,A,10.61,4,False,552.67,569.1,628.46,Extended — wait for ATR pullback,5,2026-05-19,13.59,False,False,False,False,,0,122.1,28,86.0
IIFLCAPS,IIFL CAPITAL,STRONG,67.0,16.0,BEAR,7.5,3.0,NORMAL,BASING,False,2,2,FRESH,True,9.12,11.5836,2.68,HOLD,,False,,A,18.83,3,False,317.13,307.62,332.99,Near 200DMA — ideal dip entry zone,5,2026-05-19,28.41,False,False,True,False,,0,122.1,28,86.0
IMFA,INDIAN METALS,WATCHLIST_CONFIRMED,67.0,14.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,2,EXPIRED,True,20.01,87.5571,4.83,PARTIAL_EXIT,EXTENDED: 3.3× ATR above 200DMA,False,,A,18.98,3,False,1208.72,1275.49,1406.82,Extended — wait for ATR pullback,5,2026-05-19,16.13,False,False,False,False,,0,122.1,28,86.0
INDIASHLTR,INDIA SHELTE FIN,WATCHLIST_EXTERNAL,67.0,1.0,BEAR,7.5,0.5,NORMAL,BASING,False,2,2,FRESH,True,-4.69,23.075,2.33,HOLD,,False,,A,9.63,3,False,832.09,769.26,848.73,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,13.95,False,False,False,False,,0,122.1,28,86.0
INDOAMIN,INDO AMINES,STRONG,67.0,20.0,BEAR,7.5,3.0,NORMAL,MID_CYCLE,False,2,3,EXPIRED,True,2.73,5.7821,3.6,HOLD,,False,,A,15.56,4,False,125.11,121.36,131.37,Near 200DMA — ideal dip entry zone,5,2026-05-19,17.43,False,False,False,False,,0,122.1,28,86.0
LATTEYS,LATTEYS INDUSTRI,WATCHLIST_CONFIRMED,67.0,12.0,BEAR,7.5,1.5,RESTRICTED,TOPPING,False,1,2,EXPIRED,True,5.41,1.9686,6.74,HOLD,,False,,A,8.0,3,False,22.17,21.5,23.28,Near 200DMA — ideal dip entry zone,5,2026-05-19,8.91,True,True,False,False,LOW_ROE(8.9%) | HIGH_PE(63x vs ind 23x),0,122.1,28,86.0
KFINTECH,KFIN TECHNOLOG.,STRONG,67.0,20.0,BEAR,7.5,3.0,NORMAL,BASING,False,1,1,EXPIRED,False,-21.45,34.625,3.41,HOLD,,False,,A,18.21,3,False,1035.39,788.9,1056.1,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,23.63,False,False,False,False,,0,122.1,28,86.0
HEROMOTOCO,HERO MOTOCORP,STRONG,67.0,20.0,BEAR,7.5,3.0,NORMAL,BASING,False,1,1,FRESH,False,-8.42,171.1786,2.76,HOLD,,False,,A,41.32,4,False,5412.9,4808.29,5521.16,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,22.72,False,False,False,False,,0,122.1,28,86.0
GODREJCP,GODREJ CONSUMER,WATCHLIST_CONFIRMED,67.0,20.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,1,EXPIRED,False,-12.45,33.6071,2.65,HOLD,,False,,A,29.49,3,False,1158.6,983.97,1181.77,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,15.44,False,False,False,False,,0,122.1,28,86.0
KEI,KEI INDUSTRIES,WATCHLIST_CONFIRMED,66.0,13.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,18.75,212.9,3.35,HOLD,,False,,A,7.45,3,False,4284.89,4662.3,4981.65,Extended — wait for ATR pullback,5,2026-05-19,12.04,False,False,False,False,,0,122.1,28,86.0
DATAPATTNS,DATA PATTERN,WATCHLIST_CONFIRMED,66.0,12.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,28.66,216.25,4.61,PARTIAL_EXIT,EXTENDED: 5.0× ATR above 200DMA,False,,A,8.44,4,False,2916.27,3319.7,3644.07,Extended — wait for ATR pullback,5,2026-05-19,14.71,False,False,False,False,,0,122.1,28,86.0
AJANTPHARM,AJANTA PHARMA,STRONG,66.0,20.0,BEAR,7.5,3.0,NORMAL,MID_CYCLE,False,3,3,FRESH,True,18.53,97.7286,2.43,HOLD,,False,,A,21.69,6,False,2711.55,3018.64,3165.24,Extended — wait for ATR pullback,5,2026-05-19,24.28,False,False,False,False,,0,122.1,28,86.0
WHEELS,WHEELS INDIA,STRONG,66.0,14.0,BEAR,7.5,3.0,NORMAL,BASING,False,2,2,FRESH,True,77.74,90.4714,4.55,EXIT,PROFIT_ZONE: +78% above 200DMA | EXTENDED: 13.7× ATR above 200DMA,False,,A,20.45,5,False,894.92,1409.66,1545.36,Extended — wait for ATR pullback,5,2026-05-19,12.03,False,False,False,False,,0,122.1,28,86.0
HONASA,HONASA CONSUMER,WATCHLIST_CONFIRMED,66.0,12.0,BEAR,7.5,1.5,NORMAL,BASING,False,2,2,FRESH,True,18.75,10.85,2.49,HOLD,,False,,A,6.0,4,False,293.27,326.55,342.82,Extended — wait for ATR pullback,5,2026-05-19,6.16,True,False,False,False,LOW_ROE(6.2%),0,122.1,28,86.0
THERMAX,THERMAX,WATCHLIST_CONFIRMED,66.0,17.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,33.92,203.5286,3.71,PARTIAL_EXIT,EXTENDED: 7.3× ATR above 200DMA,False,,A,12.84,4,False,3280.48,3986.24,4291.54,Extended — wait for ATR pullback,5,2026-05-19,12.85,False,False,False,False,,0,122.1,28,86.0
RAINBOW,RAINBOW CHILD.,STRONG,66.0,20.0,BEAR,7.5,3.0,NORMAL,MID_CYCLE,False,2,3,EXPIRED,True,1.97,37.2143,2.2,HOLD,,False,,A,14.68,4,False,1325.24,1285.48,1391.5,Near 200DMA — ideal dip entry zone,5,2026-05-19,16.58,False,False,False,False,,0,122.1,28,86.0
RAILTEL,RAILTEL CORPN.,WATCHLIST_CONFIRMED,66.0,19.0,BEAR,7.5,1.5,NORMAL,BASING,False,2,2,FRESH,True,-6.79,11.4864,2.89,HOLD,,False,,A,19.85,4,False,341.37,308.65,348.2,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,14.99,False,False,False,False,,0,122.1,28,86.0
PRICOLLTD,PRICOL LTD,STRONG,66.0,20.0,BEAR,7.5,3.0,NORMAL,BASING,False,1,1,FRESH,False,-0.96,27.9857,4.04,HOLD,,False,,A,13.69,3,False,558.94,536.94,570.12,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,16.44,False,False,False,False,,0,122.1,28,86.0
RADICO,RADICO KHAITAN,WATCHLIST_CONFIRMED,66.0,17.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,2,2,FRESH,True,16.1,106.5357,2.46,HOLD,,False,,A,12.0,5,False,2990.14,3258.33,3418.13,Extended — wait for ATR pullback,5,2026-05-19,12.55,False,False,False,False,,0,122.1,28,86.0
REFEX,REFEX INDUSTRIES,STRONG,66.0,13.0,BEAR,7.5,3.0,NORMAL,MID_CYCLE,False,3,3,FRESH,True,-10.65,15.0843,4.5,HOLD,,False,,B,46.2,4,False,300.43,260.4,306.44,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,13.09,False,False,False,False,,0,122.1,28,86.0
RAMRAT,RAM RATNA WIRES,WATCHLIST_CONFIRMED,66.0,17.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,2,2,FRESH,True,-16.39,23.7036,4.48,HOLD,,False,,B,46.2,4,False,506.2,410.55,516.32,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,14.51,False,False,False,False,,0,122.1,28,86.0
NCC,NCC,WATCHLIST_CONFIRMED,66.0,16.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,-13.84,4.8814,2.56,HOLD,,False,,A,23.54,3,False,177.23,148.12,180.77,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,11.19,True,False,False,False,LOW_ROE(11.2%),0,122.1,28,86.0
MAPMYINDIA,C.E. INFO SYSTEM,STRONG,66.0,20.0,BEAR,7.5,3.0,NORMAL,BASING,False,1,2,EXPIRED,True,-35.16,48.8714,4.16,HOLD,,False,,B,46.2,4,False,1448.29,910.93,1477.26,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,18.61,False,False,False,False,,0,122.1,28,86.0
PARKHOTELS,APEEJAY SURREND.,WATCHLIST_CONFIRMED,66.0,7.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,2,EXPIRED,True,-11.89,5.2421,3.51,HOLD,,False,,A,8.12,3,False,135.65,115.94,138.36,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,6.51,True,False,False,False,LOW_ROE(6.5%),0,122.1,28,86.0
PERSISTENT,PERSISTENT SYSTEMS,STRONG,66.0,20.0,BEAR,7.5,3.0,NORMAL,BASING,False,1,1,EXPIRED,False,-10.78,162.0143,2.62,HOLD,,False,,A,19.45,3,False,5541.75,4795.78,5652.59,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,24.97,False,False,False,False,,0,122.1,28,86.0
NILASPACES,NILA SPACES,WATCHLIST_CONFIRMED,66.0,9.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,1,FRESH,False,-12.59,0.9229,5.6,HOLD,,False,,,0.0,1,False,15.09,12.79,15.39,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,10.31,True,False,False,False,LOW_ROE(10.3%),0,122.1,28,86.0
TOLINS,TOLINS TYRES,STRONG,66.0,12.0,BEAR,7.5,3.0,RESTRICTED,BASING,False,1,1,EXPIRED,False,-27.74,3.9179,3.12,HOLD,,False,,B,46.2,1,False,138.93,97.39,141.71,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,11.92,True,False,False,False,LOW_ROE(11.9%),0,122.1,28,86.0
VMART,V-MART RETAIL,STRONG,66.0,12.0,BEAR,7.5,3.0,NORMAL,BASING,False,1,2,EXPIRED,True,-8.45,26.0321,3.26,HOLD,,False,,A,6.0,3,False,698.25,620.07,712.22,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,5.65,True,False,False,False,LOW_ROE(5.7%),0,122.1,28,86.0
WEBELSOLAR,WEBSOL ENERGY,WATCHLIST_CONFIRMED,66.0,20.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,-81.61,6.6214,5.27,HOLD,,False,,A,10.0,4,False,546.83,97.53,557.77,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,55.65,False,False,False,False,,0,122.1,28,86.0
SURYAROSNI,SURYA ROSHNI,WATCHLIST_CONFIRMED,66.0,19.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,-9.59,12.0293,4.03,HOLD,,False,,A,35.47,3,False,264.3,231.78,269.59,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,14.06,False,False,False,False,,0,122.1,28,86.0
TCI,TRANSPORT CORP.,WATCHLIST_CONFIRMED,66.0,20.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,1,EXPIRED,False,-18.38,30.55,2.78,HOLD,,False,,A,14.74,3,False,1078.98,854.23,1100.56,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,19.14,False,False,False,False,,0,122.1,28,86.0
TARIL,T R I L,WATCHLIST_CONFIRMED,66.0,20.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,1,FRESH,False,-19.42,15.2893,4.18,HOLD,,False,,B,46.2,3,False,362.92,283.68,370.18,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,17.12,False,False,False,False,,0,122.1,28,86.0
SMLMAH,SML MAHINDRA,WATCHLIST_CONFIRMED,66.0,20.0,BEAR,7.5,1.5,NORMAL,CORRECTION,False,1,1,FRESH,False,-9.9,140.2643,3.2,HOLD,,False,,A,14.39,3,False,3887.57,3397.52,3965.32,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,31.8,False,False,False,False,,0,122.1,28,86.0
CORDSCABLE,CORDS CABLE,WATCHLIST_CONFIRMED,66.0,13.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,8.12,12.7971,5.34,HOLD,,False,,A,13.05,2,False,177.41,172.09,186.28,Near 200DMA — ideal dip entry zone,5,2026-05-19,8.04,True,False,False,False,LOW_ROE(8.0%),0,122.1,28,86.0
DABUR,DABUR INDIA,WATCHLIST_CONFIRMED,66.0,20.0,BEAR,7.5,1.5,NORMAL,BASING,False,2,2,FRESH,True,-8.25,12.7393,2.23,HOLD,,False,,A,28.57,4,False,497.38,442.66,507.33,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,16.37,False,False,False,False,,0,122.1,28,86.0
AEGISLOG,AEGIS LOGISTICS,WATCHLIST_CONFIRMED,66.0,13.0,BEAR,7.5,1.5,NORMAL,MID_CYCLE,False,2,3,EXPIRED,True,-4.65,25.5857,2.98,HOLD,,False,,A,21.67,4,False,719.38,665.37,733.77,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,14.33,False,False,False,False,,0,122.1,28,86.0
ADVANCE,ADVANCE AGROLIFE,WATCHLIST_CONFIRMED,66.0,20.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,1,FRESH,False,-15.38,4.3743,3.46,HOLD,,False,,A,10.0,3,False,119.55,98.13,121.94,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,25.42,False,False,False,False,,0,122.1,28,86.0
BALKRISIND,BALKRISHNA INDS,STRONG,66.0,20.0,BEAR,7.5,3.0,NORMAL,BASING,False,1,1,FRESH,False,-10.16,73.7429,2.79,HOLD,,False,,A,17.55,3,False,2356.62,2053.59,2403.75,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,15.93,False,False,False,False,,0,122.1,28,86.0
ASHAPURMIN,ASHAPURA MINECH.,WATCHLIST_CONFIRMED,66.0,15.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,1.11,29.8607,3.73,HOLD,,False,,A,9.48,5,False,633.24,614.24,664.9,Near 200DMA — ideal dip entry zone,5,2026-05-19,23.82,False,False,False,False,,0,122.1,28,86.0
ARVIND,ARVIND LTD,WATCHLIST_CONFIRMED,66.0,16.0,BEAR,7.5,1.5,NORMAL,BASING,False,2,2,FRESH,True,40.53,22.0286,3.73,PARTIAL_EXIT,PROFIT_ZONE: +41% above 200DMA | EXTENDED: 8.7× ATR above 200DMA,False,,A,20.38,4,False,336.3,428.54,461.59,Extended — wait for ATR pullback,5,2026-05-19,9.34,True,False,False,False,LOW_ROE(9.3%),0,122.1,28,86.0
JAMNAAUTO,JAMNA AUTO INDS.,STRONG,66.0,20.0,BEAR,7.5,3.0,NORMAL,BASING,False,1,1,FRESH,False,-3.78,4.8693,3.53,HOLD,,False,,A,27.5,3,False,114.76,107.11,117.06,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,18.16,False,False,False,False,,0,122.1,28,86.0
JBMA,JBM AUTO,STRONG,66.0,17.0,BEAR,7.5,3.0,NORMAL,BASING,False,2,2,FRESH,True,0.91,28.0821,3.63,HOLD,,False,,A,10.04,4,False,613.54,595.13,644.22,Near 200DMA — ideal dip entry zone,5,2026-05-19,14.95,False,True,False,False,HIGH_PE(172x vs ind 27x),0,122.1,28,86.0
EXPLEOSOL,EXPLEO SOLUTIONS,STRONG,66.0,20.0,BEAR,7.5,3.0,NORMAL,BASING,False,1,2,EXPIRED,True,-4.71,43.6357,3.86,HOLD,,False,,A,79.28,4,False,949.66,877.75,968.65,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,16.24,False,False,False,False,,0,122.1,28,86.0
GATEWAY,GATEWAY DISTRI,WATCHLIST_CONFIRMED,66.0,17.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,1,EXPIRED,False,-8.06,1.7093,2.46,HOLD,,False,,A,47.45,3,False,60.54,53.99,61.75,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,16.83,False,True,False,False,HIGH_PE(1712x vs ind 18x),0,122.1,28,86.0
GNA,GNA AXLES,STRONG,66.0,15.0,BEAR,7.5,3.0,NORMAL,BASING,False,1,1,FRESH,False,3.21,18.2214,4.03,HOLD,,False,,A,15.37,2,False,350.7,340.18,368.24,Near 200DMA — ideal dip entry zone,5,2026-05-19,11.9,True,False,False,False,LOW_ROE(11.9%),0,122.1,28,86.0
FLAIR,FLAIR WRITING,WATCHLIST_CONFIRMED,65.0,15.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,2,EXPIRED,True,6.79,12.0071,2.88,HOLD,,False,,A,10.76,3,False,312.21,302.84,327.82,Near 200DMA — ideal dip entry zone,5,2026-05-19,11.74,True,False,False,False,LOW_ROE(11.7%),0,122.1,28,86.0
AUROPHARMA,AUROBINDO PHARMA,STRONG,65.0,16.0,BEAR,7.5,3.0,NORMAL,MID_CYCLE,False,2,3,EXPIRED,True,25.46,34.1357,1.82,PARTIAL_EXIT,EXTENDED: 11.2× ATR above 200DMA,False,,A,13.1,3,False,1195.95,1432.23,1483.43,Extended — wait for ATR pullback,5,2026-05-19,10.68,True,False,False,False,LOW_ROE(10.7%),0,122.1,28,86.0
NARMADA,NARMADA AGROBASE,WATCHLIST_CONFIRMED,65.0,8.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,29.86,1.3586,3.11,PARTIAL_EXIT,EXTENDED: 7.7× ATR above 200DMA,False,,,0.0,3,False,26.89,32.2,34.24,Extended — wait for ATR pullback,5,2026-05-19,7.32,True,False,False,False,LOW_ROE(7.3%),0,122.1,28,86.0
ALIVUS,ALIVUS LIFE,STRONG,65.0,20.0,BEAR,7.5,3.0,NORMAL,MID_CYCLE,False,2,3,EXPIRED,True,11.25,44.9571,3.41,HOLD,,False,,A,15.32,4,False,948.56,920.1,995.99,Near 200DMA — ideal dip entry zone,5,2026-05-19,17.24,False,False,False,False,,0,122.1,28,86.0
PITTIENG,PITTI ENGG.,WATCHLIST_CONFIRMED,65.0,16.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,4.12,41.0214,3.57,HOLD,,False,,A,9.93,4,False,883.55,857.04,927.73,Near 200DMA — ideal dip entry zone,5,2026-05-19,13.61,False,False,False,False,,0,122.1,28,86.0
RADIANTCMS,RADIANT CASH,STRONG,65.0,20.0,BEAR,7.5,3.0,RESTRICTED,BASING,False,1,2,EXPIRED,True,-18.78,1.5007,3.01,HOLD,,False,,B,45.5,4,False,49.04,38.64,50.02,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,17.03,False,False,False,False,,0,122.1,28,86.0
RPGLIFE,RPG LIFESCIENCE.,STRONG,65.0,20.0,BEAR,7.5,3.0,NORMAL,MID_CYCLE,False,3,3,FRESH,True,4.25,115.8143,4.03,HOLD,,False,,A,22.61,5,False,2206.93,2140.72,2317.28,Near 200DMA — ideal dip entry zone,5,2026-05-19,34.54,False,False,False,False,,0,122.1,28,86.0
MUFTI,CREDO BRANDS,WATCHLIST_CONFIRMED,65.0,17.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,1,EXPIRED,False,-24.01,2.7671,2.88,HOLD,,False,,B,45.5,3,False,101.03,74.47,103.05,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,16.67,False,False,False,False,,0,122.1,28,86.0
