NSE_SYMBOL,COMPANY,TIER,COMPOSITE,Q_SCORE,REGIME,MACRO_STRESS,RECOMMENDED_SIZE_PCT,LIQUIDITY_FLAG,SECTOR_PHASE,SECTOR_OVERRIDE,ENTRY_TIMING_SCORE,ENTRY_TIMING_SCORE_RAW,SIGNAL_FRESHNESS,ABOVE_50DMA,DISTANCE_FROM_200DMA_PCT,ATR_14,STOP_LOSS_PCT,EXIT_SIGNAL,EXIT_REASON,LTCG_FLAG,LTCG_NOTE,BEAR_ALPHA_TRACK,BEAR_ALPHA_SCORE,CONVICTION_SCORE,PRIME_CONVICTION,DMA200_PRICE,ENTRY_ZONE_LOW,ENTRY_ZONE_HIGH,ENTRY_ZONE_NOTE,MAX_SLOTS,AS_OF_DATE,ROE,LOW_ROE_FLAG,EXTREME_VAL_FLAG,STRUCTURAL_MOAT,DRAWDOWN_RISK,WARNINGS,COMMODITY_CYCLE_FLAG,PORTFOLIO_HEAT_PCT,PRIME_COUNT,AVG_PRIME_COMPOSITE
CHAMBLFERT,CHAMBAL FERT.,WATCHLIST_CONFIRMED,58.0,20.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,-3.83,13.4857,2.36,HOLD,,False,,A,33.27,4,False,475.49,443.58,485.0,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,18.9,False,False,False,False,,0,122.1,28,86.0
CGRAPHICS,CREATIVE GRAPHIC,WATCHLIST_CONFIRMED,58.0,15.0,BEAR,7.5,1.5,RESTRICTED,TOPPING,False,1,1,EXPIRED,False,-21.4,6.7143,3.6,HOLD,,False,,B,40.6,2,False,189.62,144.58,193.41,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,19.46,False,False,False,False,,0,122.1,28,86.0
CAMPUS,CAMPUS ACTIVEWE.,WATCHLIST_CONFIRMED,58.0,20.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,1,EXPIRED,False,-11.69,6.5329,2.26,HOLD,,False,,A,16.43,3,False,261.54,224.03,266.77,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,16.02,False,False,False,False,,0,122.1,28,86.0
BLUESTARCO,BLUE STAR,WATCHLIST_CONFIRMED,58.0,20.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,1,EXPIRED,False,-10.51,60.8429,2.98,HOLD,,False,,A,15.19,3,False,1825.75,1584.79,1862.27,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,19.29,False,False,False,False,,0,122.1,28,86.0
CONFIPET,CONFIDENCE PETRO,WATCHLIST_CONFIRMED,58.0,4.0,BEAR,7.5,1.5,NORMAL,MID_CYCLE,False,2,3,EXPIRED,True,45.01,4.2129,5.47,PARTIAL_EXIT,PROFIT_ZONE: +45% above 200DMA | EXTENDED: 6.6× ATR above 200DMA,False,,A,6.71,3,False,42.48,53.17,59.49,Extended — wait for ATR pullback,5,2026-05-19,6.52,True,False,False,False,LOW_ROE(6.5%),0,122.1,28,86.0
BERGEPAINT,BERGER PAINTS,WATCHLIST_CONFIRMED,58.0,20.0,BEAR,7.5,1.5,NORMAL,BASING,False,2,2,FRESH,True,2.57,20.0536,3.06,HOLD,,False,,A,21.14,4,False,511.44,496.1,537.01,Near 200DMA — ideal dip entry zone,5,2026-05-19,19.18,False,False,False,False,,0,122.1,28,86.0
ANGELONE,ANGEL ONE,STRONG,58.0,11.0,BEAR,7.5,3.0,NORMAL,BASING,False,1,2,EXPIRED,True,-84.23,10.6586,2.81,HOLD,,False,,A,23.43,3,False,1927.96,294.83,1966.52,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,20.85,False,False,False,False,,0,122.1,28,86.0
AVALON,AVALON TECH,WATCHLIST_CONFIRMED,58.0,15.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,33.86,84.7607,5.15,PARTIAL_EXIT,EXTENDED: 5.3× ATR above 200DMA,False,,A,7.5,4,False,983.88,1147.48,1274.62,Extended — wait for ATR pullback,5,2026-05-19,10.37,True,False,False,False,LOW_ROE(10.4%),0,122.1,28,86.0
LATENTVIEW,LATENT VIEW,WATCHLIST_CONFIRMED,58.0,16.0,BEAR,7.5,1.5,NORMAL,BASING,False,2,2,FRESH,True,-22.4,12.4357,3.22,HOLD,,False,,A,10.0,3,False,397.78,299.44,405.74,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,11.61,True,False,False,False,LOW_ROE(11.6%),0,122.1,28,86.0
JUSTDIAL,JUST DIAL,WATCHLIST_CONFIRMED,58.0,17.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,1,FRESH,False,-26.34,12.4071,1.92,HOLD,,False,,B,40.6,3,False,703.47,502.61,717.54,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,12.68,False,False,False,False,,0,122.1,28,86.0
GAEL,GUJ. AMBUJA EXP,WATCHLIST_EXTERNAL,58.0,5.0,BEAR,7.5,0.5,NORMAL,TOPPING,False,2,2,FRESH,True,30.23,6.9179,3.42,PARTIAL_EXIT,EXTENDED: 7.1× ATR above 200DMA,False,,,0.0,2,False,124.38,148.14,158.52,Extended — wait for ATR pullback,5,2026-05-19,8.3,True,False,False,False,LOW_ROE(8.3%),0,122.1,28,86.0
FOCUS,FOCUS LIGHTING,WATCHLIST_CONFIRMED,58.0,16.0,BEAR,7.5,1.5,RESTRICTED,BASING,False,1,2,EXPIRED,True,4.02,3.9707,3.81,HOLD,,False,,A,8.0,3,False,80.24,77.83,84.25,Near 200DMA — ideal dip entry zone,5,2026-05-19,10.84,True,True,False,False,LOW_ROE(10.8%) | HIGH_PE(94x vs ind 33x),0,122.1,28,86.0
GANESHCP,GANESH CONSUMER,WATCHLIST_EXTERNAL,58.0,20.0,BEAR,7.5,0.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,-14.58,10.7893,4.55,HOLD,,False,,A,26.35,4,False,222.1,184.04,226.54,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,15.62,False,False,False,False,,0,122.1,28,86.0
EIEL,ENVIRO INFRA,WATCHLIST_CONFIRMED,58.0,17.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,-11.5,9.7907,4.19,HOLD,,False,,A,8.5,3,False,211.38,181.46,215.61,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,17.73,False,False,False,False,,0,122.1,28,86.0
HFCL,HFCL,WATCHLIST_CONFIRMED,58.0,4.0,BEAR,7.5,1.5,NORMAL,BASING,False,2,2,FRESH,True,80.97,9.4743,5.43,EXIT,PROFIT_ZONE: +81% above 200DMA | EXTENDED: 11.9× ATR above 200DMA,False,,,0.0,3,False,77.19,120.74,134.95,Extended — wait for ATR pullback,5,2026-05-19,4.35,True,True,False,False,LOW_ROE(4.3%) | HIGH_PE(198x vs ind 27x),0,122.1,28,86.0
DEEDEV,DEE DEVELOPMENT,WATCHLIST_CONFIRMED,57.0,1.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,2,2,FRESH,True,73.78,26.5893,4.47,EXIT,PROFIT_ZONE: +74% above 200DMA | EXTENDED: 13.2× ATR above 200DMA,False,,,0.0,3,False,274.11,423.17,463.06,Extended — wait for ATR pullback,5,2026-05-19,5.45,True,False,False,False,LOW_ROE(5.5%),0,122.1,28,86.0
CGPOWER,CG POWER & IND,WATCHLIST_CONFIRMED,57.0,20.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,2,2,FRESH,True,14.36,28.025,2.77,HOLD,,False,,A,11.88,4,False,707.22,686.0,742.58,Near 200DMA — ideal dip entry zone,5,2026-05-19,25.35,False,True,False,False,HIGH_PE(96x vs ind 32x),0,122.1,28,86.0
MVGJL,MANOJ VAIBHAV,WATCHLIST_CONFIRMED,57.0,17.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,1,EXPIRED,False,-14.69,6.7607,3.48,HOLD,,False,,A,8.5,2,False,182.28,150.84,185.93,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,13.97,False,False,False,False,,0,122.1,28,86.0
NESTLEIND,NESTLE INDIA,WATCHLIST_EXTERNAL,57.0,16.0,BEAR,7.5,0.5,NORMAL,TOPPING,False,2,2,FRESH,True,7.79,29.15,1.63,HOLD,,False,,A,20.12,3,False,1328.2,1288.35,1394.61,Near 200DMA — ideal dip entry zone,5,2026-05-19,79.99,False,True,False,False,HIGH_PE(71x vs ind 25x),0,122.1,28,86.0
LTTS,L&T TECHNOLOGY,WATCHLIST_CONFIRMED,57.0,20.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,2,EXPIRED,True,-10.78,111.6286,2.52,HOLD,,False,,A,27.17,4,False,3978.33,3443.01,4057.9,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,20.83,False,False,False,False,,0,122.1,28,86.0
ONWARDTEC,ONWARD TECHNOLOG,WATCHLIST_CONFIRMED,57.0,17.0,BEAR,7.5,1.5,NORMAL,BASING,False,2,2,FRESH,True,-13.55,15.9957,5.1,HOLD,,False,,A,29.47,4,False,290.29,243.43,296.1,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,12.07,False,False,False,False,,0,122.1,28,86.0
PARADEEP,PARADEEP PHOSPH.,WATCHLIST_EXTERNAL,57.0,17.0,BEAR,7.5,0.5,NORMAL,TOPPING,False,2,2,FRESH,True,-22.82,5.7157,3.78,HOLD,,False,,A,17.26,4,False,156.71,117.32,159.84,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,13.53,False,False,False,False,,0,122.1,28,86.0
WCIL,WESTERN CARRIERS,WATCHLIST_EXTERNAL,57.0,12.0,BEAR,7.5,0.5,RESTRICTED,TOPPING,False,1,1,FRESH,False,-17.32,3.9614,3.3,HOLD,,False,,A,6.0,1,False,116.07,93.08,118.39,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,7.87,True,False,False,False,LOW_ROE(7.9%),0,122.1,28,86.0
SHREEJISPG,SHREEJI SHIP. GL,WATCHLIST_EXTERNAL,57.0,19.0,BEAR,7.5,0.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,30.84,16.575,3.08,PARTIAL_EXIT,EXTENDED: 8.0× ATR above 200DMA,False,,A,9.5,4,False,329.52,398.0,422.86,Extended — wait for ATR pullback,5,2026-05-19,41.16,False,False,False,False,,0,122.1,28,86.0
TCS,TCS,WATCHLIST_CONFIRMED,57.0,20.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,1,FRESH,False,-21.72,55.3929,1.94,HOLD,,False,,A,36.2,2,False,2916.77,2214.7,2975.11,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,42.63,False,False,False,False,,0,122.1,28,86.0
SONATSOFTW,SONATA SOFTWARE,WATCHLIST_CONFIRMED,57.0,20.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,2,EXPIRED,True,-20.78,13.6236,4.19,HOLD,,False,,A,39.12,4,False,328.15,252.15,334.71,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,24.89,False,False,False,False,,0,122.1,28,86.0
SOLEX,SOLEX ENERGY,WATCHLIST_CONFIRMED,57.0,15.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,4.11,80.9429,4.73,HOLD,,False,,A,8.04,3,False,1316.35,1276.86,1382.17,Near 200DMA — ideal dip entry zone,5,2026-05-19,26.16,False,False,False,False,,0,122.1,28,86.0
CELLECOR,CELLECOR GADGETS,WATCHLIST_CONFIRMED,57.0,15.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,2,EXPIRED,True,26.97,2.2429,4.61,PARTIAL_EXIT,EXTENDED: 4.7× ATR above 200DMA,False,,A,7.5,3,False,30.68,34.46,37.83,Extended — wait for ATR pullback,5,2026-05-19,19.81,False,True,False,False,HIGH_PE(199x vs ind 33x),0,122.1,28,86.0
ABSMARINE,ABS MARINE,WATCHLIST_EXTERNAL,57.0,6.0,BEAR,7.5,0.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,17.54,12.5714,4.38,HOLD,,False,,,0.0,3,False,195.47,204.61,223.46,Extended — wait for ATR pullback,5,2026-05-19,11.78,True,False,False,False,LOW_ROE(11.8%),0,122.1,28,86.0
AJMERA,AJMERA REALTY,WATCHLIST_CONFIRMED,57.0,11.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,2,EXPIRED,True,-80.56,7.0686,4.61,HOLD,,False,,A,15.82,3,False,631.16,119.0,643.78,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,10.44,True,False,False,False,LOW_ROE(10.4%),0,122.1,28,86.0
APOLLO,APOLLO MICRO SYS,WATCHLIST_CONFIRMED,57.0,12.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,21.6,17.1164,4.4,PARTIAL_EXIT,EXTENDED: 3.9× ATR above 200DMA,False,,A,7.25,2,False,255.75,276.77,302.44,Extended — wait for ATR pullback,5,2026-05-19,9.29,True,False,False,False,LOW_ROE(9.3%),0,122.1,28,86.0
APOLLOHOSP,APOLLO HOSPITALS,WATCHLIST_CONFIRMED,57.0,16.0,BEAR,7.5,1.5,NORMAL,MID_CYCLE,False,2,3,EXPIRED,True,6.92,137.4643,1.37,HOLD,,False,,A,10.56,4,False,7501.67,7276.62,7876.75,Near 200DMA — ideal dip entry zone,5,2026-05-19,17.61,False,False,False,False,,0,122.1,28,86.0
AURIONPRO,AURIONPRO SOL.,WATCHLIST_CONFIRMED,57.0,17.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,1,FRESH,False,-31.43,36.3071,3.95,HOLD,,False,,B,39.9,3,False,1071.19,712.47,1092.61,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,12.38,False,False,False,False,,0,122.1,28,86.0
JLHL,JUPITER LIFE LIN,WATCHLIST_CONFIRMED,57.0,16.0,BEAR,7.5,1.5,NORMAL,MID_CYCLE,False,3,3,FRESH,True,-2.97,45.2571,2.71,HOLD,,False,,A,10.78,5,False,1378.98,1297.86,1406.56,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,14.27,False,False,False,False,,0,122.1,28,86.0
JINDALSTEL,JINDAL STEEL,WATCHLIST_CONFIRMED,57.0,7.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,2,EXPIRED,True,12.95,34.1429,2.22,HOLD,,False,,A,5.17,4,False,1090.6,1057.88,1145.13,Near 200DMA — ideal dip entry zone,5,2026-05-19,5.96,True,True,False,False,LOW_ROE(6.0%) | HIGH_PE(61x vs ind 19x),0,122.1,28,86.0
HYUNDAI,HYUNDAI MOTOR I,WATCHLIST_CONFIRMED,57.0,20.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,1,EXPIRED,False,-19.96,52.5714,2.36,HOLD,,False,,A,22.64,3,False,2226.28,1728.44,2270.81,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,34.61,False,False,False,False,,0,122.1,28,86.0
KCK,KCK INDUSTRIES,WATCHLIST_EXTERNAL,57.0,9.0,BEAR,7.5,0.5,RESTRICTED,TOPPING,False,1,1,EXPIRED,False,-47.58,0.8893,4.74,HOLD,,False,,,0.0,1,False,28.62,14.55,29.19,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,7.21,True,True,False,False,LOW_ROE(7.2%) | HIGH_PE(611x vs ind 14x),0,122.1,28,86.0
EPIGRAL,EPIGRAL,WATCHLIST_CONFIRMED,57.0,20.0,BEAR,7.5,1.5,NORMAL,MID_CYCLE,False,3,3,FRESH,True,-13.33,60.8893,4.05,HOLD,,False,,A,17.1,5,False,1389.13,1167.78,1416.91,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,18.78,False,False,False,False,,0,122.1,28,86.0
GOLDIAM,GOLDIAM INTL.,WATCHLIST_CONFIRMED,57.0,17.0,BEAR,7.5,1.5,NORMAL,BASING,False,2,2,FRESH,True,2.45,20.5679,4.45,HOLD,,False,,A,15.22,3,False,361.25,350.41,379.31,Near 200DMA — ideal dip entry zone,5,2026-05-19,15.81,False,False,False,False,,0,122.1,28,86.0
GRAUWEIL,GRAUER & WEIL,WATCHLIST_CONFIRMED,57.0,20.0,BEAR,7.5,1.5,RESTRICTED,MID_CYCLE,False,1,2,EXPIRED,False,-8.78,2.5057,3.16,HOLD,,False,,A,10.0,3,False,69.6,61.59,70.99,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,16.74,False,False,False,False,,0,122.1,28,86.0
GICRE,GENERAL INSURANC,WATCHLIST_EXTERNAL,57.0,4.0,BEAR,7.5,0.5,NORMAL,BASING,False,1,2,EXPIRED,True,3.29,9.7429,1.99,HOLD,,False,,A,29.33,3,False,379.31,367.93,398.28,Near 200DMA — ideal dip entry zone,5,2026-05-19,10.14,False,False,False,False,,0,122.1,28,86.0
PARAS,PARAS DEFENCE,WATCHLIST_CONFIRMED,56.0,15.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,2,2,FRESH,True,7.1,39.3071,4.23,HOLD,,False,,B,39.2,3,False,694.26,673.43,728.97,Near 200DMA — ideal dip entry zone,5,2026-05-19,9.92,True,False,False,False,LOW_ROE(9.9%),0,122.1,28,86.0
PTC,PTC INDIA,WATCHLIST_EXTERNAL,56.0,13.0,BEAR,7.5,0.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,18.92,9.1036,3.55,HOLD,,False,,A,77.0,3,False,172.64,187.09,200.75,Extended — wait for ATR pullback,5,2026-05-19,15.51,False,False,False,False,,0,122.1,28,86.0
MANINFRA,MAN INFRA,WATCHLIST_EXTERNAL,56.0,20.0,BEAR,7.5,0.5,NORMAL,TOPPING,False,2,2,FRESH,True,-8.55,6.3986,4.3,HOLD,,False,,A,24.79,4,False,130.14,115.45,132.74,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,16.03,False,False,False,False,,0,122.1,28,86.0
MASTERTR,MASTER TRUST,WATCHLIST_CONFIRMED,56.0,11.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,2,EXPIRED,True,-20.9,5.1664,4.56,HOLD,,False,,A,5.5,3,False,114.62,87.94,116.91,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,20.56,False,False,False,False,,0,122.1,28,86.0
MMFL,M M FORGINGS,WATCHLIST_CONFIRMED,56.0,12.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,1,FRESH,False,16.31,19.5357,3.55,HOLD,,False,,A,15.36,3,False,378.48,401.13,430.43,Extended — wait for ATR pullback,5,2026-05-19,13.67,False,False,False,False,,0,122.1,28,86.0
THYROCARE,THYROCARE TECH.,WATCHLIST_CONFIRMED,56.0,20.0,BEAR,7.5,1.5,NORMAL,MID_CYCLE,False,2,3,EXPIRED,True,-44.04,21.675,3.83,HOLD,,False,,A,37.82,4,False,808.07,438.63,824.23,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,16.74,False,False,False,False,,0,122.1,28,86.0
WABAG,VA TECH WABAG,WATCHLIST_CONFIRMED,56.0,16.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,0.29,48.7571,2.83,HOLD,,False,,A,11.22,3,False,1372.07,1330.91,1440.67,Near 200DMA — ideal dip entry zone,5,2026-05-19,13.8,False,False,False,False,,0,122.1,28,86.0
SGMART,SG MART,WATCHLIST_CONFIRMED,56.0,12.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,2,2,FRESH,True,42.84,30.5036,4.16,PARTIAL_EXIT,PROFIT_ZONE: +43% above 200DMA | EXTENDED: 8.2× ATR above 200DMA,False,,A,6.0,2,False,410.56,525.44,571.2,Extended — wait for ATR pullback,5,2026-05-19,8.56,True,True,False,False,LOW_ROE(8.6%) | HIGH_PE(52x vs ind 18x),0,122.1,28,86.0
SERVOTECH,SERVOTECH RENEW,WATCHLIST_CONFIRMED,56.0,16.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,-10.18,5.4621,4.97,HOLD,,False,,B,39.2,3,False,97.81,85.21,99.77,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,13.84,False,False,False,False,,0,122.1,28,86.0
TARACHAND,TARA CHAND INFRA,WATCHLIST_CONFIRMED,56.0,14.0,BEAR,7.5,1.5,RESTRICTED,BASING,False,1,1,EXPIRED,False,-19.01,3.4721,4.84,HOLD,,False,,A,10.48,3,False,70.86,55.67,72.28,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,20.48,False,False,False,False,,0,122.1,28,86.0
CMSINFO,CMS INFO SYSTEMS,WATCHLIST_CONFIRMED,56.0,20.0,BEAR,7.5,1.5,NORMAL,BASING,False,2,2,FRESH,True,-14.89,11.8179,3.14,HOLD,,False,,B,39.2,4,False,354.13,292.36,361.21,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,16.43,False,False,False,False,,0,122.1,28,86.0
ALKEM,ALKEM LAB,STRONG,56.0,20.0,BEAR,7.5,3.0,NORMAL,MID_CYCLE,False,2,3,EXPIRED,True,-0.35,139.7857,2.05,HOLD,,False,,A,18.54,4,False,5487.13,5303.96,5596.87,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,18.07,False,False,False,False,,0,122.1,28,86.0
BECTORFOOD,MRS BECTORS,WATCHLIST_EXTERNAL,56.0,16.0,BEAR,7.5,0.5,NORMAL,TOPPING,False,1,1,EXPIRED,False,-76.25,5.6436,2.48,HOLD,,False,,A,14.57,3,False,765.1,176.27,780.4,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,12.29,False,False,False,False,,0,122.1,28,86.0
HPAL,HP ADHESIVES,WATCHLIST_CONFIRMED,56.0,15.0,BEAR,7.5,1.5,RESTRICTED,MID_CYCLE,False,2,3,EXPIRED,True,-16.49,2.6407,5.97,HOLD,,False,,A,20.43,3,False,42.39,34.34,43.24,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,9.9,True,False,False,False,LOW_ROE(9.9%),0,122.1,28,86.0
JTEKTINDIA,JTEKT INDIA,WATCHLIST_CONFIRMED,56.0,11.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,1,EXPIRED,False,-10.21,6.3393,3.94,HOLD,,False,,A,10.98,2,False,143.53,125.01,146.4,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,8.55,True,False,False,False,LOW_ROE(8.6%),0,122.1,28,86.0
GUJGASLTD,GUJARAT GAS,WATCHLIST_CONFIRMED,56.0,13.0,BEAR,7.5,1.5,NORMAL,MID_CYCLE,False,2,3,EXPIRED,True,-9.87,11.9893,2.63,HOLD,,False,,A,22.97,4,False,404.71,353.81,412.8,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,13.53,False,False,False,False,,0,122.1,28,86.0
GPIL,GODAWARI POWER,WATCHLIST_CONFIRMED,55.0,20.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,11.47,10.2357,2.89,HOLD,,False,,A,13.8,4,False,254.14,246.52,266.85,Near 200DMA — ideal dip entry zone,5,2026-05-19,16.54,False,False,False,False,,0,122.1,28,86.0
MAHSEAMLES,MAH. SEAMLESS,WATCHLIST_CONFIRMED,55.0,15.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,7.5,18.3714,2.31,HOLD,,False,,A,25.23,3,False,592.2,574.43,621.81,Near 200DMA — ideal dip entry zone,5,2026-05-19,12.26,False,False,False,False,,0,122.1,28,86.0
POLYMED,POLY MEDICURE,WATCHLIST_CONFIRMED,55.0,16.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,-15.69,61.1,3.37,HOLD,,False,,B,38.5,4,False,1722.54,1408.63,1756.99,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,12.24,False,False,False,False,,0,122.1,28,86.0
PNB,PUNJAB NATL.BANK,WATCHLIST_CONFIRMED,55.0,4.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,1,FRESH,False,-13.84,3.0364,2.44,HOLD,,False,,A,27.87,3,False,115.47,96.51,117.78,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,12.71,False,False,False,False,,0,122.1,28,86.0
PRAJIND,PRAJ INDUSTRIES,WATCHLIST_EXTERNAL,55.0,20.0,BEAR,7.5,0.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,3.6,15.2393,3.34,HOLD,,False,,A,29.04,4,False,352.01,341.45,369.61,Near 200DMA — ideal dip entry zone,5,2026-05-19,15.84,False,True,False,False,HIGH_PE(111x vs ind 30x),0,122.1,28,86.0
PPL,PRAKASH PIPES,WATCHLIST_CONFIRMED,55.0,20.0,BEAR,7.5,1.5,NORMAL,TOPPING,False,1,1,FRESH,False,-29.53,9.2921,4.11,HOLD,,False,,A,27.9,3,False,256.96,175.65,262.1,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,18.73,False,False,False,False,,0,122.1,28,86.0
REDINGTON,REDINGTON,WATCHLIST_CONFIRMED,55.0,19.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,1,EXPIRED,False,-14.79,6.9736,2.55,HOLD,,False,,A,41.04,2,False,256.75,212.21,261.88,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,18.4,False,False,False,False,,0,122.1,28,86.0
RESPONIND,RESPONSIVE IND,WATCHLIST_CONFIRMED,55.0,16.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,2,EXPIRED,True,-6.79,12.625,5.84,HOLD,,False,,A,8.66,3,False,185.41,167.64,189.12,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,14.78,False,False,False,False,,0,122.1,28,86.0
UNIPARTS,UNIPARTS INDIA,WATCHLIST_CONFIRMED,55.0,12.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,2,EXPIRED,True,15.56,24.0357,3.61,HOLD,,False,,A,40.09,4,False,460.96,484.63,520.68,Extended — wait for ATR pullback,5,2026-05-19,9.92,True,False,False,False,LOW_ROE(9.9%),0,122.1,28,86.0
VENUSREM,VENUS REMEDIES,STRONG,55.0,14.0,BEAR,7.5,3.0,NORMAL,MID_CYCLE,False,2,3,EXPIRED,True,40.76,49.8893,4.17,PARTIAL_EXIT,PROFIT_ZONE: +41% above 200DMA | EXTENDED: 7.8× ATR above 200DMA,False,,A,9.0,3,False,680.15,857.57,932.41,Extended — wait for ATR pullback,5,2026-05-19,8.08,True,False,False,False,LOW_ROE(8.1%),0,122.1,28,86.0
VAIBHAVGBL,VAIBHAV GLOBAL,WATCHLIST_CONFIRMED,55.0,16.0,BEAR,7.5,1.5,NORMAL,BASING,False,1,1,EXPIRED,False,-8.0,8.0886,3.07,HOLD,,False,,A,36.97,2,False,228.81,204.19,233.39,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,11.36,True,False,False,False,LOW_ROE(11.4%),0,122.1,28,86.0
SARLAPOLY,SARLA PERFORMANC,WATCHLIST_CONFIRMED,55.0,17.0,BEAR,7.5,1.5,NORMAL,BASING,False,2,2,FRESH,True,1.23,3.5571,3.06,HOLD,,False,,A,45.08,4,False,91.74,88.99,96.33,Near 200DMA — ideal dip entry zone,5,2026-05-19,12.73,False,False,False,False,,0,122.1,28,86.0
SETL,STANDARD ENGINEERING TECHNOLOGY,WATCHLIST_EXTERNAL,55.0,12.0,BEAR,7.5,0.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,8.19,6.4529,3.74,HOLD,,False,,A,6.0,2,False,127.42,123.6,133.79,Near 200DMA — ideal dip entry zone,5,2026-05-19,9.1,True,False,False,False,LOW_ROE(9.1%),0,122.1,28,86.0
SUMICHEM,SUMITOMO CHEMI.,WATCHLIST_EXTERNAL,55.0,20.0,BEAR,7.5,0.5,NORMAL,TOPPING,False,1,2,EXPIRED,True,-6.19,21.1786,3.77,HOLD,,False,,A,13.11,4,False,479.33,436.16,488.92,Below 200DMA — enter on recovery above 200DMA,5,2026-05-19,17.42,False,False,False,False,,0,122.1,28,86.0
