NSE_SYMBOL,COMPANY,EVENT_DATE,SOURCE,EVENT_TYPE,EVENT_CLASS,IMPACT_TIER,IMPACT_SCORE,SIGNAL_TYPE,QUALITY_CHECK,TIER,COMPOSITE,LIQUIDITY_FLAG,PRICE_CHANGE_3D_PCT,PRICE_STATUS,SUPPRESSED,SUPPRESSED_REASON,ALERT_TEXT,AS_OF_DATE
nan,Mangalore Refinery and Petrochemicals Ltd,2026-04-25,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Mangalore Refinery and Petrochemicals Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Piramal Finance Limited,2026-04-27,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Piramal Finance Limited) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,CITY UNION BANK LTD.,2026-04-27,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (CITY UNION BANK LTD.) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Bajaj Housing Finance Limited,2026-04-27,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Bajaj Housing Finance Limited) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,KALYANI STEELS LTD.,2026-04-30,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (KALYANI STEELS LTD.) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Tarini International Ltd,2026-05-02,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Tarini International Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,ZENOTECH LABORATORIES LTD.,2026-04-30,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (ZENOTECH LABORATORIES LTD.) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,SHANMUGA HOSPITAL LIMITED,2026-04-30,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (SHANMUGA HOSPITAL LIMITED) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,BHARAT FORGE LTD.,2026-04-30,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (BHARAT FORGE LTD.) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,YAAN ENTERPRISES LIMITED,2026-04-30,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (YAAN ENTERPRISES LIMITED) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,ABBOTT INDIA LTD.,2026-04-30,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (ABBOTT INDIA LTD.) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,BHAGYANAGAR INDIA LTD.,2026-04-30,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (BHAGYANAGAR INDIA LTD.) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,LGB FORGE LTD.,2026-04-30,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (LGB FORGE LTD.) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,ACUTAAS CHEMICALS LIMITED,2026-04-30,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (ACUTAAS CHEMICALS LIMITED) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,ACUTAAS CHEMICALS LIMITED,2026-04-30,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (ACUTAAS CHEMICALS LIMITED) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Newgen Software Technologies L,2026-04-30,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Newgen Software Technologies L) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Sanofi Consumer Healthcare Ind,2026-04-30,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Sanofi Consumer Healthcare Ind) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Gokul Agro Resources Ltd,2026-04-30,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Gokul Agro Resources Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,NYSSA CORPORATION LIMITED,2026-04-30,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (NYSSA CORPORATION LIMITED) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,ACUTAAS CHEMICALS LIMITED,2026-04-30,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (ACUTAAS CHEMICALS LIMITED) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,JYOTHY LABS LIMITED,2026-04-30,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (JYOTHY LABS LIMITED) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,KANSAI NEROLAC PAINTS LTD.,2026-04-27,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (KANSAI NEROLAC PAINTS LTD.) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Piramal Finance Limited,2026-04-27,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Piramal Finance Limited) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Central Bank of India,2026-04-25,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Central Bank of India) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Piramal Finance Limited,2026-04-27,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Piramal Finance Limited) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,MIC Electronics Ltd,2026-04-25,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (MIC Electronics Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,SG Mart Ltd,2026-04-25,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (SG Mart Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,MIC Electronics Ltd,2026-04-25,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (MIC Electronics Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Rnit Ai Solutions Ltd,2026-04-26,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Rnit Ai Solutions Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Meesho Ltd,2026-04-26,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Meesho Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Indiabulls Ltd,2026-04-26,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Indiabulls Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Nath Bio-Genes (India) Ltd,2026-04-26,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Nath Bio-Genes (India) Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,UCO Bank,2026-04-26,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (UCO Bank) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Avantel Ltd,2026-04-27,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Avantel Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,ACME Solar Holdings Ltd,2026-04-27,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (ACME Solar Holdings Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,IDBI BANK LTD.,2026-04-27,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (IDBI BANK LTD.) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,SUPREME PETROCHEM LTD.,2026-04-27,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (SUPREME PETROCHEM LTD.) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,WONDERLA HOLIDAYS LTD,2026-04-27,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (WONDERLA HOLIDAYS LTD) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,CSB Bank Limited,2026-04-27,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (CSB Bank Limited) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,GREAVES COTTON LTD.,2026-04-27,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (GREAVES COTTON LTD.) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,INDAG RUBBER LTD.,2026-04-27,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (INDAG RUBBER LTD.) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Varun Beverages Limited,2026-04-27,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Varun Beverages Limited) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Varun Beverages Limited,2026-04-27,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Varun Beverages Limited) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,AAVAS Financiers Limited,2026-04-27,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (AAVAS Financiers Limited) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Purple Finance Limited,2026-04-22,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Purple Finance Limited) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,GLOBAL CAPITAL MARKETS LTD.,2026-04-22,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (GLOBAL CAPITAL MARKETS LTD.) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Can Fin Homes,2026-04-22,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Can Fin Homes) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Mastek Ltd,2026-04-18,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Mastek Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Nilachal Refractories Ltd,2026-04-19,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Nilachal Refractories Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Punctual Trading Ltd,2026-04-19,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Punctual Trading Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,HDFC Bank Ltd,2026-04-19,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (HDFC Bank Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,ICICI Bank Ltd,2026-04-19,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (ICICI Bank Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Network 18 Media & Investments Ltd,2026-04-19,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Network 18 Media & Investments Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Plastiblends India Ltd-$,2026-04-19,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Plastiblends India Ltd-$) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Punctual Trading Ltd,2026-04-19,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Punctual Trading Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Kanpur Plastipack Ltd,2026-04-19,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Kanpur Plastipack Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Virgo Global Ltd,2026-04-19,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Virgo Global Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Network 18 Media & Investments Ltd,2026-04-19,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Network 18 Media & Investments Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Tips Music Ltd,2026-04-20,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Tips Music Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,TUNI TEXTILE MILLS LTD.,2026-04-20,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (TUNI TEXTILE MILLS LTD.) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,SPEL SEMICONDUCTOR LTD.,2026-04-20,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (SPEL SEMICONDUCTOR LTD.) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Avi Polymers Ltd.,2026-04-20,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Avi Polymers Ltd.) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Mold-Tek Pack.,2026-04-20,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Mold-Tek Pack.) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Gopal Snacks,2026-04-20,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Gopal Snacks) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Carborundum Uni.,2026-04-20,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Carborundum Uni.) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Subex,2026-04-20,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Subex) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Bank of Maha,2026-04-20,BSE_LIVE_POLLER,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Bank of Maha) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Piramal Pharma Ltd,2026-04-18,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Piramal Pharma Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Techindia Nirman Ltd,2026-04-18,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Techindia Nirman Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Indbank Merchant Banking Services Ltd,2026-04-21,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Indbank Merchant Banking Services Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Indian Energy Exchange Ltd,2026-04-18,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Indian Energy Exchange Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,National Standard (India) Ltd,2026-04-18,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (National Standard (India) Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
nan,Jio Financial Services Ltd,2026-04-18,BSE_PIPELINE,RESULTS,RESULT,,5,RESULT_EVENT,NEUTRAL,UNKNOWN,0.0,UNKNOWN,0.0,NO_DATA,False,,⚡ RESULT | nan (Jio Financial Services Ltd) | Signal: RESULT_EVENT | Tier: UNKNOWN | 📌 EVENT TRADE ≠ multibagger position,2026-05-17 09:11
